StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q4_10_TEXT,Q5,Q6,Q6_4_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_6_TEXT,Q8,ci,e
2019-08-23T11:49:23Z,2019-08-23T12:00:23Z,IP Address,NA,100,0,True,2019-08-23T11:49:23Z,R_bJAFAD5zp9e0Qap,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,Other:,Pizza,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,NA,"Eros. Nunc, facilisi metus? Viverra diam lacus quis ridiculus neque.",5,ClaireWillms-Greenholt@yahoo.com
2019-08-23T11:49:23Z,2019-08-23T12:01:23Z,IP Address,NA,100,0,True,2019-08-23T11:49:23Z,R_aaawh7F4474uGUJ,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,NA,NA,NA,NA,I don't have the time to cook,NA,Indian,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,NA,"Suscipit purus ullamcorper tincidunt. Diam mi lacus suspendisse mi felis! Elit, tempus blandit duis suscipit.",12,ClaireWillms-Greenholt@yahoo.com
2019-08-23T11:49:23Z,2019-08-23T12:40:23Z,IP Address,NA,100,0,True,2019-08-23T11:49:24Z,R_4IyB1ledvc2PSjr,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,"Justo quam turpis, quam interdum molestie amet porttitor id dignissim est. Cursus.",Extremely dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,NA,NA,Courier service,NA,NA,Molestie dapibus at sollicitudin pede platea euismod fermentum. Amet ante. Commodo placerat ante.,24,ClaireWillms-Greenholt@yahoo.com
2019-08-23T11:49:24Z,2019-08-23T18:33:24Z,IP Address,NA,100,0,True,2019-08-23T11:49:24Z,R_6F1XKutUMKQsR5H,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a month or less,0,NA,NA,NA,NA,I don't have the time to cook,NA,American,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,Tempus? Aliquet sollicitudin eros lacus dolor ante eros elementum sodales.,Aliquet? Nonummy amet id elit ac sem dignissim odio mauris velit imperdiet donec.,24,Dr.LawsonO'Hara@outlook.com
2019-08-23T11:49:24Z,2019-08-23T13:46:24Z,IP Address,NA,100,0,True,2019-08-23T11:49:24Z,R_aXdRzy4tTPZLiyp,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Burgers,Wisi lectus scelerisque donec? Justo. Quis? Risus culpa accusamus at tempora scelerisque. Mattis integer velit.,Neither satisfied nor dissatisfied,Mobile app on smartphone,Praesent. Culpa diam fermentum luctus tincidunt duis. Felis cursus aliquet velit in quis.,Delivery time,NA,NA,NA,NA,NA,"Blandit, malesuada, scelerisque sagittis non? Rutrum sagittis felis elementum sed.",Posuere? Urna cursus mi enim primis venenatis wisi odio natoque platea rhoncus.,14,Dr.LawsonO'Hara@outlook.com
2019-08-23T11:49:24Z,2019-08-23T17:45:24Z,IP Address,NA,100,0,True,2019-08-23T11:49:24Z,R_cBCc94CPBqbszsN,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,NA,Tempus felis rutrum rutrum ac? Dolor? Eros convallis id at tellus metus.,"Eros fermentum atque turpis diam, dignissim rhoncus? Dui? Aliquet purus.",5,Dr.LawsonO'Hara@outlook.com
2019-08-23T11:49:24Z,2019-08-23T19:50:24Z,IP Address,NA,100,0,True,2019-08-23T11:49:24Z,R_cOaqvAv0r8zu0IJ,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Pizza,Dui euismod primis magnis eleifend per? Integer tempora aliquam vestibulum nonummy primis nulla? Porttitor tempora.,Extremely satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,Nibh per! Proin volutpat augue ante. Elit diam lectus natoque vivamus.,Eros lectus. Porttitor arcu tincidunt eget ullamcorper sollicitudin dapibus ultricies ipsum.,14,Dr.LawsonO'Hara@outlook.com
2019-08-23T11:49:25Z,2019-08-23T17:30:25Z,IP Address,NA,100,0,True,2019-08-23T11:49:25Z,R_8bKPXvoawUG6DZ3,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,I don't want to cook,NA,I don't have any groceries,NA,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,Delivery time,NA,NA,NA,NA,NA,"Enim metus aenean auctor porttitor diam, aliquet ligula fermentum. At primis convallis fringilla.","Dolor nibh lorem odio tempor erat sodales, vestibulum tortor laoreet.",12,Dr.LawsonO'Hara@outlook.com
2019-08-23T11:49:25Z,2019-08-23T12:37:25Z,IP Address,NA,100,0,True,2019-08-23T11:49:25Z,R_efckkrCJIPczPpP,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a month or less,0,NA,NA,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Phone call,NA,NA,Food temperature,Delivery price,NA,NA,NA,NA,Vestibulum felis tempor ultrices! Culpa! Pharetra sem nec quis platea quis.,1,LeahWatsica@gmail.com
2019-08-23T11:49:25Z,2019-08-23T12:06:25Z,IP Address,NA,100,0,True,2019-08-23T11:49:25Z,R_0VuclLjnPv4Z4cB,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,I don't have the time to cook,NA,Pizza,NA,Somewhat dissatisfied,Other:,Pretium elit tortor suspendisse neque nec aliquet. Imperdiet? Aliquam est viverra. In gravida tempora velit.,NA,NA,Delivery price,NA,NA,NA,Dui natoque quis eget fermentum suspendisse culpa est vel vulputate ante nibh molestie sed.,Vel duis integer sollicitudin a? Massa primis ac? Turpis vehicula cursus.,5,LeahWatsica@gmail.com
2019-08-23T11:49:25Z,2019-08-23T12:00:25Z,IP Address,NA,100,0,True,2019-08-23T11:49:25Z,R_3a7D7SVk9qtblcx,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a month or less,0,NA,I don't want to cook,I want a specific meal or item,I don't have any groceries,NA,NA,Chinese,Arcu nonummy accumsan natoque aliquet at euismod! Rutrum! Pede. Diam tellus egestas dapibus pede.,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,NA,Other:,Euismod temporibus lacus tellus ab. Imperdiet quis ut! Vehicula commodo dolor.,Praesent? Tempora montes sed consectetuer. Curabitur in porttitor natoque consequat culpa.,1,LeahWatsica@gmail.com
2019-08-23T11:49:25Z,2019-08-23T17:10:25Z,IP Address,NA,100,0,True,2019-08-23T11:49:25Z,R_80qp28vlBcJ4TFr,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat dissatisfied,NA,NA,NA,NA,Delivery price,NA,NA,NA,NA,Pellentesque natoque nullam ut molestie natoque sed primis interdum sit velit sit.,6,LeahWatsica@gmail.com
2019-08-23T11:49:26Z,2019-08-23T15:19:26Z,IP Address,NA,100,0,True,2019-08-23T11:49:26Z,R_bkp2muaIVL1jf37,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,Other:,Pizza,NA,Neither satisfied nor dissatisfied,Web browser on desktop or laptop,"Integer ante potenti mi enim ultricies. Justo fusce elit? Facilisis, eget.",Delivery time,Food temperature,Delivery price,NA,NA,NA,Curabitur. Ac convallis praesent imperdiet interdum viverra duis interdum vivamus.,Etiam etiam in accusamus cursus consectetuer! Eu ab mauris justo ullamcorper? Dui vehicula faucibus.,1,LeahWatsica@gmail.com
2019-08-23T11:49:26Z,2019-08-23T17:40:26Z,IP Address,NA,100,0,True,2019-08-23T11:49:26Z,R_5paUUICg7o4WPwp,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,I don't want to cook,NA,NA,NA,NA,Sushi,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,Delivery time,NA,Delivery price,NA,NA,NA,"Morbi blandit, ab per risus. Porta risus. Placerat ullamcorper dapibus.",Culpa interdum aliquet. Nullam luctus non at facilisi quis! Erat? Nullam enim non.,1,LeahWatsica@gmail.com
2019-08-23T11:49:26Z,2019-08-23T16:35:26Z,IP Address,NA,100,0,True,2019-08-23T11:49:26Z,R_8uku8tmkADZZu5v,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,I don't want to cook,NA,NA,NA,NA,Burgers,NA,Somewhat satisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,"Etiam morbi? Pharetra natoque neque, interdum sed. Magnis. Facilisis non pretium ab eu metus vel.",Dignissim nullam tincidunt metus massa lacus sodales tempor facilisi. Eros.,1,LeahWatsica@gmail.com
2019-08-23T11:49:26Z,2019-08-23T17:33:26Z,IP Address,NA,100,0,True,2019-08-23T11:49:26Z,R_6r5d5FDkWwEtTbT,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,NA,NA,NA,NA,NA,Indian,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,Cursus maecenas wisi ligula interdum et mauris morbi sagittis urna.,Delivery time,NA,NA,NA,NA,NA,Leo ullamcorper facilisis sodales donec magnis ut sit odio magna quis porttitor nonummy sem.,Suscipit lectus etiam. Platea faucibus aenean ultricies orci ac blandit? Accusamus mattis urna erat. Facilisis.,5,LeahWatsica@gmail.com
2019-08-23T11:49:26Z,2019-08-23T14:28:26Z,IP Address,NA,100,0,True,2019-08-23T11:49:27Z,R_d1eeowQtFcFGloN,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,NA,I don't want to cook,NA,NA,NA,NA,Thai,NA,Neither satisfied nor dissatisfied,Mobile app on smartphone,NA,NA,Food temperature,Delivery price,NA,Courier service,NA,NA,Velit ultrices ullamcorper. Id commodo eleifend auctor mattis montes sapien ante.,1,LeahWatsica@gmail.com
2019-08-23T11:49:27Z,2019-08-23T16:21:27Z,IP Address,NA,100,0,True,2019-08-23T11:49:27Z,R_5C1s6JaR9tvUoWp,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,NA,NA,I want a specific meal or item,NA,I don't have the time to cook,NA,Burgers,NA,Extremely dissatisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,NA,Courier service,NA,NA,"Iaculis auctor. Magnis. Metus sollicitudin? Ac nulla suspendisse justo, wisi.",10,LeahWatsica@gmail.com
2019-08-23T11:49:27Z,2019-08-23T12:31:27Z,IP Address,NA,100,0,True,2019-08-23T11:49:27Z,R_3ghhJn0YpAaTXKt,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Thai,NA,Somewhat dissatisfied,Web browser on desktop or laptop,NA,NA,Food temperature,NA,NA,Courier service,NA,"A, duis orci temporibus aliquam aliquet at eros fusce interdum, proin porta.",Mi pellentesque mauris mauris turpis purus scelerisque pellentesque rhoncus rhoncus facilisi.,1,LeahWatsica@gmail.com
2019-08-23T11:49:27Z,2019-08-23T12:42:27Z,IP Address,NA,100,0,True,2019-08-23T11:49:27Z,R_aaEu6OpYVuJOADj,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,I don't want to cook,NA,NA,NA,NA,Burgers,NA,Extremely dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,Food packaging,NA,NA,NA,Nunc turpis a eu. Malesuada ut dui nec duis primis et primis orci dictumst.,1,LeahWatsica@gmail.com
2019-08-23T11:49:27Z,2019-08-23T13:10:27Z,IP Address,NA,100,0,True,2019-08-23T11:49:27Z,R_0CBQZdfvS7lsTXv,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,I'm ordering for a group,NA,NA,NA,NA,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,Lectus. Odio porta suscipit? Dignissim cras? Luctus urna auctor ipsum laoreet temporibus mi montes tempora.,Delivery time,NA,Delivery price,NA,NA,NA,"Ridiculus egestas in fringilla malesuada. Suscipit placerat magnis accusamus, wisi platea! Diam? Nec proin posuere.",Imperdiet dolor? Potenti? Atque! Scelerisque integer? Augue? Convallis id accusamus molestie.,24,BransonRunte@hotmail.com
2019-08-23T11:49:27Z,2019-08-23T19:33:27Z,IP Address,NA,100,1,True,2019-08-23T11:49:28Z,R_1TFqgjkpF2J1MjP,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Daily,4 or more,NA,NA,NA,NA,I don't have the time to cook,NA,Thai,NA,Somewhat satisfied,Mobile app on smartphone,Vulputate vitae. Suspendisse. Ultrices sodales sollicitudin ridiculus? Mauris cursus phasellus donec sollicitudin eleifend.,NA,NA,NA,Food packaging,Courier service,Other:,Placerat neque iaculis tempora! Malesuada erat. Ultricies turpis felis tincidunt purus.,"Ullamcorper porttitor bibendum per vitae tempora neque malesuada. Enim! Quam, nullam. Nibh quis.",24,BransonRunte@hotmail.com
2019-08-23T11:49:28Z,2019-08-23T18:49:28Z,IP Address,NA,100,0,True,2019-08-23T11:49:28Z,R_8dXVpZoIYUIyf7T,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,NA,I want a specific meal or item,I don't have any groceries,I don't have the time to cook,NA,Burgers,NA,Somewhat dissatisfied,Mobile app on smartphone,Diam? Fringilla leo praesent magnis facilisis leo commodo. Quam duis etiam wisi.,NA,NA,NA,NA,NA,NA,"Fringilla velit sagittis ridiculus iaculis! Erat? Donec orci, ridiculus volutpat consequat.",Turpis mi? Arcu. Dolorem! Integer imperdiet neque risus molestie luctus.,1,BransonRunte@hotmail.com
2019-08-23T11:49:28Z,2019-08-23T18:05:28Z,IP Address,NA,100,0,True,2019-08-23T11:49:28Z,R_4O8JXFKn5ZUFgtT,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Daily,4 or more,I'm ordering for a group,NA,NA,NA,I don't have the time to cook,NA,Other,NA,Somewhat satisfied,Mobile app on smartphone,"Culpa convallis, urna eros pellentesque elementum cursus cursus bibendum! Vestibulum urna.",NA,NA,Delivery price,NA,NA,NA,NA,Cras! Montes pretium ante! Sem convallis vivamus duis purus. Magnis sodales rutrum.,1,BransonRunte@hotmail.com
2019-08-23T11:49:28Z,2019-08-23T18:45:28Z,IP Address,NA,100,0,True,2019-08-23T11:49:28Z,R_6swGuBSvlZSYMHb,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,I'm ordering for a group,NA,NA,I don't have any groceries,I don't have the time to cook,NA,Burgers,NA,Extremely satisfied,Other:,NA,Delivery time,NA,NA,NA,NA,NA,Rhoncus quam sagittis lorem sed vel neque atque donec quam.,Odio ab dolor phasellus lectus ipsum vulputate dignissim primis culpa.,12,BransonRunte@hotmail.com
2019-08-23T11:49:29Z,2019-08-23T15:26:29Z,IP Address,NA,100,0,True,2019-08-23T11:49:29Z,R_7UjuGSEhUv3hqh7,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-3 times a month,1,NA,NA,NA,NA,I don't have the time to cook,NA,Chinese,"Vulputate tempor risus temporibus rhoncus erat quis, iaculis tempora? Fringilla nullam non.",Somewhat dissatisfied,Mobile app on smartphone,NA,NA,NA,Delivery price,Food packaging,NA,NA,"Etiam per in, tempora platea leo platea elementum. Sollicitudin posuere odio sapien eget.",Lorem auctor magnis nunc dapibus integer neque etiam tortor massa magna sodales imperdiet. Dictumst tempor.,6,BransonRunte@hotmail.com
2019-08-23T11:49:29Z,2019-08-23T13:47:29Z,IP Address,NA,100,0,True,2019-08-23T11:49:29Z,R_80UHaRjglRK6ldb,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,2-6 times a week,3,I'm ordering for a group,I don't want to cook,NA,NA,NA,NA,Burgers,Massa facilisis eu egestas proin sollicitudin aliquet elit faucibus? Proin per nulla euismod.,Somewhat satisfied,Web browser on desktop or laptop,NA,NA,NA,Delivery price,NA,Courier service,NA,Sodales! Per tincidunt lectus dignissim erat vitae! Rhoncus fringilla arcu gravida dui felis ridiculus. In.,"Accusamus neque. Lorem proin eget! Integer! Consequat fermentum vehicula ligula, eget luctus cursus.",10,BransonRunte@hotmail.com
2019-08-23T11:49:29Z,2019-08-23T19:47:29Z,IP Address,NA,100,0,True,2019-08-23T11:49:29Z,R_0UvyEctEbOGXy4d,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a month or less,0,NA,I don't want to cook,NA,NA,I don't have the time to cook,NA,Mexican,NA,Somewhat satisfied,Web browser on desktop or laptop,NA,NA,NA,NA,NA,NA,NA,NA,Suscipit potenti sodales! Est et bibendum posuere ultricies malesuada. Eros neque consequat aliquet odio.,1,Dr.RobbinBradtkeJr.@hotmail.com
2019-08-23T11:49:29Z,2019-08-23T18:08:29Z,IP Address,NA,100,0,True,2019-08-23T11:49:29Z,R_3NLflBFxRjUbloF,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,I don't want to cook,NA,I don't have any groceries,I don't have the time to cook,NA,Pizza,NA,Somewhat satisfied,Mobile app on smartphone,Potenti. Tortor ultrices blandit. Fermentum aliquet eleifend. Potenti. Lorem fermentum. Est.,Delivery time,NA,Delivery price,NA,NA,NA,"Viverra imperdiet mattis euismod pede ridiculus proin vitae, euismod risus. Porttitor.","Faucibus id? Elit, ligula! Venenatis. Massa ultrices sapien aenean in tincidunt natoque.",1,GuilfordKuphal@yahoo.com
2019-08-23T11:49:29Z,2019-08-23T16:00:29Z,IP Address,NA,100,0,True,2019-08-23T11:49:29Z,R_bq34ACZy67fGFRr,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a month or less,0,NA,NA,NA,NA,NA,NA,American,NA,Neither satisfied nor dissatisfied,NA,NA,NA,Food temperature,NA,NA,NA,NA,NA,Nulla mattis sollicitudin justo proin suspendisse tempora luctus suscipit porttitor ac.,1,ElyLeffler@outlook.com
2019-08-23T11:49:30Z,2019-08-23T16:21:30Z,IP Address,NA,100,0,True,2019-08-23T11:49:30Z,R_6JVxl7vLxZbbCAd,NA,NA,NA,NA,37.777099609375,-122.40599822998047,test,NA,Once a week,2,NA,NA,NA,NA,I don't have the time to cook,NA,Burgers,NA,Somewhat dissatisfied,Mobile app on smartphone,NA,NA,NA,NA,NA,NA,NA,Laoreet! Consectetuer! Massa curabitur est erat phasellus! Velit nunc. Aliquet integer.,Tempora vulputate nullam ridiculus mattis cras malesuada ante elit aliquet arcu scelerisque.,10,KameronHessel@me.com
